affectedModels,analysisDate,anger Method,cveId,description,paperDate,paperTitle,paperUrl,slug,tags,title
GPT-4o; Claude 3.5; Llama 3 8B; Qwen 2.5 7B,2025-12-30T20:59:38.461Z,,f65dc447,"The Emoti-Attack vulnerability constitutes a zero-word-perturbation adversarial attack against Natural Language Processing (NLP) systems and Large Language Models (LLMs). The vulnerability exploits the discrete embedding space of emojis and emoticons to manipulate model behavior without altering the semantic content or character integrity of the original text. By appending strategically optimized emoji sequences to the prefix and suffix of an input string (formalized as $s \oplus x \oplus s'$), an attacker can induce classification errors or manipulate model responses. The attack utilizes a two-phase learning frameworkâsupervised pretraining followed by reinforcement learning via a Markov Decision Process (MDP)âto generate emoji sequences that maximize prediction divergence while maintaining ""emotional consistency"" to evade detection. This method treats emoji modification as a distinct attack layer, distinct from character or word-level perturbations.",2025-02-01,Emoti-Attack: Zero-Perturbation Adversarial Attacks on NLP Systems via Emoji Sequences,https://arxiv.org/abs/2502.17392,zero-perturbation-emoji-attack,model-layer; prompt-layer; jailbreak; blackbox; integrity; safety,Zero-Perturbation Emoji Attack
GPT-4; GPT-4o; InstructBLIP; LLaVA,2025-12-09T03:10:03.925Z,,2c1f0854,"Vision Language Models (VLMs) integrated into autonomous driving (AD) systems are vulnerable to a black-box adversarial attack method termed Cascading Adversarial Disruption (CAD). The vulnerability stems from the model's susceptibility to optimized visual perturbations that disrupt the decision-making reasoning chain (perception, prediction, and planning). Attackers can generate adversarial images or physical patches by aligning visual noise with deceptive textual semantics in the model's latent space (Decision Chain Disruption) and by inverting high-level safety context assessments (Risky Scene Induction). This manipulation occurs without access to the victim model's parameters or gradients, relying solely on transferability from surrogate models. Successful exploitation allows an attacker to force the AD system into erroneous behaviors, such as misinterpreting obstacles, ignoring traffic signs, or executing dangerous maneuvers like accelerating when braking is required.",2025-01-01,Black-box adversarial attack on vision language models for autonomous driving,https://arxiv.org/abs/2501.13563,ad-black-box-cascading-disruption,model-layer; injection; vision; multimodal; embedding; blackbox; agent; chain; safety; reliability,AD Black-Box Cascading Disruption
,2026-01-14T14:30:26.477Z,,60b3901c,"A vulnerability exists in Large Language Model (LLM) routing systems (control planes) that allows for the manipulation of inference flow via adversarial input sequences. LLM routers, which dynamically direct user queries to either ""weak"" (cheaper) or ""strong"" (expensive) models based on predicted query complexity, can be bypassed by appending specific, pre-optimized token sequences known as ""confounder gadgets."" These gadgets artificially inflate the router's complexity score for an input, forcing the system to route simple queries to the expensive model. This attack works in both white-box settings and black-box transfer settings (where the attacker uses a surrogate router to generate gadgets). It affects various routing algorithms, including similarity-weighted ranking, matrix factorization, and BERT/LLM-based classifiers.",2025-01-01,Rerouting llm routers,https://arxiv.org/abs/2501.01818,confounder-gadgets-reroute-llms,infrastructure-layer; prompt-layer; denial-of-service; integrity; reliability; chain; embedding; blackbox; whitebox; api,Confounder Gadgets Reroute LLMs
GPT-3.5; GPT-4o; o1; Gemini 2; Gemini Pro,2025-12-08T22:49:32.953Z,,a704c843,"A multi-step prompt injection vulnerability allows attackers to bypass Large Language Model (LLM) safety guardrails by combining prompt obfuscation with task decomposition. The attack methodology, identified as part of the CySecBench research, employs a ""Word Reversal"" technique where every fifth word in the malicious input is reversed to evade initial keyword detection. This obfuscated input is then embedded within a benign educational context, specifically instructing the model to act as a university professor creating exam questions using the Mutually Exclusive and Collectively Exhaustive (MECE) principle. By separating the generation of ""questions"" from the generation of ""solutions"" (code), the model fails to recognize the malicious intent of the aggregate request, resulting in the generation of functional malware, exploit scripts, and other prohibited cybersecurity materials.",2025-01-01,CySecBench: Generative AI-based CyberSecurity-focused Prompt Dataset for Benchmarking Large Language Models,https://arxiv.org/abs/2501.01335,cybersecurity-obfuscation-jailbreak,prompt-layer; jailbreak; blackbox; api; safety,Cybersecurity Obfuscation Jailbreak
GPT-3.5 Turbo; GPT-4o; GPT-4o Mini; Llama 3 8B Instruct; Llama 3.1 8B Instruct; Qwen 2.5 7B Instruct,2025-02-02T20:37:47.341Z,,17368e1d,"A vulnerability in several large language models (LLMs), including Qwen2.5-7BInstruct, Llama3.1-8B-Instruct, and GPT-4 variants, allows for black-box jailbreaking via prompt engineering techniques that exploit the proximity of benign and malicious prompt embeddings in the model's representation space.  An attacker can craft prompts leveraging reinforcement learning to manipulate the embedding, causing the model to bypass its safety mechanisms and generate harmful or undesirable outputs while maintaining semantic consistency with the original prompt intent.",2025-01-01,xJailbreak: Representation Space Guided Reinforcement Learning for Interpretable LLM Jailbreaking,https://arxiv.org/abs/2501.16727,embedding-guided-llm-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Embedding-Guided LLM Jailbreak
Claude 2; Claude 3.5 Haiku; Gemini; Gemma 2; GPT-3.5 Turbo; GPT-4; GPT-4o; Llama; Llama 2 13B; Llama 3.1 70B; Llama 3.1 8B; Vicuna,2025-01-26T18:21:14.293Z,,d8228765,"This vulnerability allows an attacker to bypass the safety mechanisms of Large Language Models (LLMs) by using an evolutionary algorithm to generate effective jailbreak prompts. The algorithm leverages the LLM's capabilities to iteratively refine prompts, increasing the likelihood of eliciting harmful responses to otherwise disallowed queries.",2025-01-01,LLM-Virus: Evolutionary Jailbreak Attack on Large Language Models,https://arxiv.org/abs/2501.00055,evolutionary-llm-jailbreak,jailbreak; blackbox; application-layer; model-layer; whitebox,Evolutionary LLM Jailbreak
Gemma 2 9B; GPT-3.5 Turbo; GPT-4; GPT-4o; Mistral Large; Qwen 2.5 7B; Vicuna 13B v1.5,2025-07-14T03:57:46.964Z,,aaf376a3,"The GAP framework, as described in [arXiv:2405.18540](https://arxiv.org/abs/2405.18540), reveals vulnerabilities in various large language models (LLMs) by generating stealthy jailbreak prompts that bypass content moderation systems.  The framework leverages a graph-based attack strategy, enabling knowledge sharing across attack paths for enhanced efficiency and evasion.  This allows the successful bypassing of multiple LLM safety mechanisms, including those based on perplexity and prompt-based heuristics.",2025-01-01,Graph of attacks with pruning: Optimizing stealthy jailbreak prompt generation for enhanced llm content moderation,https://arxiv.org/abs/2501.18638,gap-stealth-jailbreak-optimization,prompt-layer; jailbreak; blackbox; safety; integrity; application-layer,GAP Stealth Jailbreak Optimization
Llama 3 8B; Llama Guard2,2025-03-19T19:26:01.566Z,,295275dd,"```
CVE-2024-XXXX",2025-01-01,Virus: Harmful Fine-tuning Attack for Large Language Models Bypassing Guardrail Moderation,https://arxiv.org/abs/2501.17433,guardrail-bypass-harmful-fine-tuning,model-layer; application-layer; prompt-layer; fine-tuning; jailbreak; injection; poisoning; safety; data-security; integrity; blackbox; whitebox; chain; api; agent,Guardrail Bypass Harmful Fine-tuning
Gemini Flash; Gemini Pro; GPT-4o; GPT-4o Mini; Llama 3.1 8B Instruct; Llama 3.3 70B Instruct,2025-03-04T19:34:23.250Z,,7070c17a,Large language models (LLMs) exhibit increased responsiveness to prompts framed within positive narratives.  The Happy Ending Attack (HEA) exploits this by embedding malicious requests within a positive-sentiment scenario culminating in a happy ending. This allows the LLM to generate responses that fulfill the malicious request while perceiving the overall prompt as benign.,2025-01-01,Dagger Behind Smile: Fool LLMs with a Happy Ending Story,https://arxiv.org/abs/2501.13115,happy-ending-llm-jailbreak,prompt-layer; jailbreak; blackbox; safety; integrity,Happy Ending LLM Jailbreak
GPT-4o; Qwen 2 7B,2025-12-30T17:54:41.218Z,,9538e47e,"End-to-end Large Audio Language Models (LALMs) contain an audio-based jailbreak vulnerability allowing attackers to bypass safety alignment guardrails by manipulating audio-specific ""hidden semantics."" Unlike text-based attacks, this exploitation involves encoding harmful queries into audio and applying signal processing modificationsâspecifically changes to emphasis, speech speed, intonation, tone, background noise, celebrity accents, or emotional overlays (e.g., laughter, screaming). These acoustic variations disrupt the model's safety normalization processes in the transformer layers, causing the model to generate harmful, illegal, or unethical content that it would typically refuse if the query were presented in plain text or standard audio. The vulnerability is distinct from adversarial perturbations as it uses perceptible audio edits.",2025-01-01,Jailbreak-AudioBench: In-Depth Evaluation and Analysis of Jailbreak Threats for Large Audio Language Models,https://arxiv.org/abs/2501.13772,lalm-audio-jailbreak,prompt-layer; jailbreak; multimodal; blackbox; safety,LALM Audio Jailbreak
Baichuan 2; Dolly 2; GPT-3.5 Turbo; GPT-4; OPT; Vicuna,2025-02-02T20:35:46.678Z,,2c61687e,"Large Language Models (LLMs) used in hate speech detection systems are vulnerable to adversarial attacks and model stealing, resulting in evasion of hate speech detection.  Adversarial attacks modify hate speech text to evade detection, while model stealing creates surrogate models that mimic the target system's behavior.",2025-01-01,HateBench: Benchmarking Hate Speech Detectors on LLM-Generated Content and Hate Campaigns,https://arxiv.org/abs/2501.16750,llm-hate-campaign-vulnerability,application-layer; injection; extraction; poisoning; jailbreak; hallucination; data-security; safety; integrity; blackbox,LLM Hate Campaign Vulnerability
GPT-4; Phi-3,2025-12-09T00:53:08.270Z,,208d9224,"Vision Language Models (VLMs) are vulnerable to visual prompt injection attacks via text-to-image obfuscation. While these models often possess safety guardrails for standard text-based inputs, they fail to apply equivalent safety alignment to textual instructions embedded visually within an image. An attacker can overlay malicious instructions (e.g., requests for illegal acts, hate speech) onto an image file and submit it to the model. The modelâs Optical Character Recognition (OCR) or visual encoding capabilities process the text as a high-priority instruction, bypassing the refusal mechanisms that would trigger if the same prompt were submitted via the text interface.",2025-01-01,Lessons from red teaming 100 generative ai products,https://arxiv.org/abs/2501.07238,llm-risk-amplification,model-layer; application-layer; prompt-layer; injection; jailbreak; rag; vision; multimodal; agent; blackbox; chain; safety; data-security; data-privacy,LLM Risk Amplification
,2025-12-09T02:21:05.723Z,,193a3d4c,"Large Language Model (LLM) based search engines utilizing Retrieval-Augmented Generation (RAG) are vulnerable to ranking manipulation attacks via indirect prompt injection. Adversaries can embed optimized adversarial triggers or crafted semantic patterns within external webpage content. When these manipulated documents are retrieved and integrated into the LLM's context window alongside a user query, the adversarial content disrupts the model's contextual understanding. This results in the LLM disregarding objective relevance metrics and generating responses that preferentially rank or recommend the adversary's content over competitors. Unlike traditional SEO, this manipulation affects the processing of the entire retrieval set, creating a cascading effect where one malicious document distorts the perceived relevance of other retrieved documents.",2025-01-01,Dynamics of adversarial attacks on large language model-based search engines,https://arxiv.org/abs/2501.00745,llm-strategic-ranking-manipulation,application-layer; prompt-layer; injection; rag; blackbox; integrity; reliability,LLM Strategic Ranking Manipulation
